"state","year","grade","score","median_income","total_pop","poverty_rate","child_poverty_rate","unemployment_rate","pct_black","pct_hispanic","bach_or_higher_rate","no_computer_rate","internet_rate","post2020"
"NEVADA",2019,8,258.075061709817,60365,2929882,0.131298803159991,0.182181123268472,0.0616586857585821,0.0874053200429824,0.286989020926651,0.247318548732207,0.231624487325752,0.834734508038398,0
"NEW YORK",2019,8,261.75214468338,68486,19063180,0.140652136736893,0.196437248891756,0.0545011267860522,0.142574009753264,0.190114569459041,0.365744574670496,0.215015156819769,0.831557730558498,0
"OHIO",2019,8,267.049051157634,56602,11331030,0.140176400556701,0.199131320357871,0.0532126708164077,0.122337059818726,0.0380437491747385,0.282771948112391,0.229278010262893,0.824062871148873,0
"OKLAHOMA",2019,8,258.197131397005,52919,3817368,0.156750148269698,0.215134414413647,0.0507960279749346,0.0714348554617874,0.106259805180441,0.255203141251377,0.24962900278722,0.789508675655936,0
"OREGON",2019,8,263.721671156725,62818,4052019,0.131669422083164,0.165517865793719,0.0547186141396502,0.0182168495688535,0.130082960373655,0.336646027009779,0.214038897626728,0.863739793620524,0
"PENNSYLVANIA",2019,8,264.180562730245,61744,12380284,0.124325338578663,0.175567939654427,0.0530604563977031,0.106558245964322,0.0731121296670531,0.314296636495458,0.214378020549663,0.820517915119928,0
"RHODE ISLAND",2019,8,262.146157582051,67167,1016506,0.123782840435767,0.170383983925115,0.053966363831284,0.0571445597036031,0.154390100176783,0.341994031470429,0.203432731053181,0.842480553681097,0
"SOUTH CAROLINA",2019,8,258.976515885229,53199,4877884,0.15204338602558,0.222496061697911,0.0577733776055803,0.265669695264067,0.0568550149119484,0.281197317877058,0.225036157971182,0.785081342989247,0
"SOUTH DAKOTA",2019,8,262.770856466814,58275,841207,0.131421873569763,0.173465924031267,0.0342364569531381,0.0197452902354365,0.03793080476616,0.288403247419168,0.254295146550137,0.811066879212072,0
"TENNESSEE",2019,8,262.462713482116,53320,6542792,0.152370731027366,0.219056101539485,0.0526397558573491,0.166046935056062,0.0542785328427944,0.273389482871862,0.229223233559878,0.786622759397095,0
"TEXAS",2019,8,255.742396588221,61874,27637858,0.147341157914626,0.209154667614513,0.0507666343562144,0.117785073459912,0.393366747277577,0.29896367404581,0.264752554036482,0.821446138102223,0
"UTAH",2019,8,267.417962093047,71621,3048871,0.0979172290333045,0.109152312741287,0.0357648595234829,0.0111632860250164,0.140411153534174,0.340179446638583,0.301837210957095,0.878813645167925,0
"VIRGINIA",2019,8,261.798121159611,74222,8201608,0.105551374803575,0.139293228726509,0.0460996293667837,0.18791566063983,0.0936784512511321,0.387814473056938,0.226702784209456,0.84293654962084,0
"VERMONT",2019,8,268.481107043375,61973,599618,0.109489708447712,0.130038042811311,0.0361006705707615,0.0126555109376226,0.0192819947686497,0.380245652272624,0.193964257746298,0.822450572820724,0
"WASHINGTON",2019,8,266.277038164971,73775,7266810,0.108058969479042,0.135603429510013,0.0495371150216746,0.0365613300834253,0.126629585444943,0.36020137901186,0.226105322909979,0.886780138716667,0
"WISCONSIN",2019,8,267.383822656073,61747,5642353,0.113278981304431,0.148618074967097,0.0360590745147827,0.0628696002359639,0.0681076398842561,0.301167301403922,0.226600403178663,0.831191405488017,0
"WEST VIRGINIA",2019,8,255.624126301159,46711,1765715,0.175591191103887,0.237812055792466,0.0654751393758987,0.0362338737856331,0.0156099278877239,0.206146057213341,0.207927628214871,0.764071063426087,0
"WYOMING",2019,8,264.64162610574,64049,566918,0.10981658723131,0.126030818000344,0.0448407035991088,0.00893766866773145,0.0986895549925648,0.273625152362515,0.239518602033291,0.839366191368138,0
"ALASKA",2022,8,252.553242858184,86370,717293,0.104876250012199,0.130075846306046,0.0635979867309779,0.0304836143768346,0.0746984639796631,0.307482850386214,0.253686474462102,0.895977698429509,1
"ALABAMA",2022,8,250.895926965125,59609,4890427,0.157224921259432,0.21891836988668,0.0515217436094666,0.262204430626965,0.0462217079560199,0.272083872924761,0.226372576677805,0.841014406538551,1
"ARKANSAS",2022,8,255.04244394381,56335,2931377,0.162288576324369,0.221656024915277,0.0514713705283074,0.150638576140677,0.0806053926415914,0.247055511561648,0.236945294453685,0.826386411469206,1
"ARIZONA",2022,8,258.52899360086,72581,7017776,0.130650508081193,0.178784303510412,0.0536615937658898,0.0429048941466607,0.320332217835272,0.317988734892013,0.226680488360825,0.894018405803874,1
"CALIFORNIA",2022,8,258.785181090586,91905,38643585,0.121243202461676,0.156059808516595,0.0640647820069436,0.0534227168420939,0.396836282371853,0.358644015590385,0.227546801335378,0.915898770650434,1
"COLORADO",2022,8,263.454560711468,87598,5653289,0.0955381902464212,0.112902673203521,0.0453310586135267,0.0383328799003256,0.220725758518331,0.437307043356868,0.219333582370968,0.919980913450311,1
"CONNECTICUT",2022,8,263.807355777347,90213,3507563,0.101407159329711,0.133845816185061,0.0590734631528953,0.0985706876466397,0.17373384834397,0.413848833103908,0.21182758398003,0.902644830107951,1
"DISTRICT OF COLUMBIA",2022,8,249.706657752553,101722,649184,0.151018817469315,0.214244240724234,0.0710754359229698,0.435260450918375,0.115075299700113,0.626360927452971,0.192542722524836,0.89118862517219,1
"DELAWARE",2022,8,253.007183169647,79325,969075,0.111229780976705,0.167655457087482,0.0544372919863683,0.214883734973104,0.0993282241466937,0.344616513698591,0.212583947921388,0.905154241645244,1
"FLORIDA",2022,8,259.631409925572,67917,21171700,0.128739449359286,0.176938609199348,0.0503897776665786,0.149431078439471,0.265237251062873,0.323332186766661,0.199799601717035,0.889409765388898,1
"GEORGIA",2022,8,259.986245607579,71355,10462430,0.135300594603739,0.18851971307356,0.0524574542870382,0.310948884686857,0.100580517751514,0.336336752055564,0.239521991777311,0.878892889631039,1
"HAWAII",2022,8,258.9835163369,94814,1414636,0.0960960982189058,0.12396408839779,0.050511685213732,0.0183814988256494,0.109626503441016,0.347161791988296,0.215566099253782,0.899747058312978,1
"IOWA",2022,8,259.767473810611,70571,3088999,0.111084853054339,0.130074590406942,0.0382329006831039,0.0369852824039869,0.0654273220698713,0.302800485359905,0.235740311682933,0.866387265248163,1
"IDAHO",2022,8,263.535263579042,70214,1805238,0.11011733632906,0.128344405134222,0.0376304101840314,0.0064284246503307,0.130648198137218,0.302090413562364,0.251235294704044,0.900453560740564,1
"ILLINOIS",2022,8,261.885979305147,78433,12478664,0.117632224090656,0.156425477182841,0.0595590664182562,0.136714299845881,0.178379784213907,0.366715921127008,0.225706189656573,0.883286396749612,1
"INDIANA",2022,8,260.504242115985,67173,6589135,0.123036180014524,0.161263903455956,0.0449252553383647,0.0931429043940933,0.0753174597676465,0.282352671206293,0.238371914347711,0.86960147663774,1
"KANSAS",2022,8,256.182078264314,69747,2848334,0.11581155861637,0.139069334655153,0.0400632703140919,0.0537371224439886,0.126014928189509,0.346876751863464,0.245724357021628,0.881567251563813,1
"KENTUCKY",2022,8,258.49198679453,60183,4372749,0.161170467365037,0.211393577000592,0.0508717619967441,0.0789191938147009,0.0400807473347939,0.264724533754751,0.230415157921653,0.858086758140571,1
"LOUISIANA",2022,8,256.645731498475,57852,4513793,0.186547765925464,0.257831941414858,0.0657665164668449,0.31377924063246,0.0550762776621544,0.261304341418184,0.239372705729082,0.831280193784046,1
"MASSACHUSETTS",2022,8,268.753284817946,96505,6772292,0.099281159170337,0.117598520373118,0.0531672670734252,0.0658411372518418,0.125897793664419,0.459098502246194,0.201614060008701,0.90817458623602,1
"MARYLAND",2022,8,259.293557884938,98461,6034320,0.0925650280396134,0.118306999175075,0.0511956509224095,0.294703561853882,0.109207562125236,0.422231429111323,0.225076620918894,0.907209881783718,1
"MAINE",2022,8,256.711628244573,68251,1329454,0.109436655950488,0.134001752245576,0.0403885796453467,0.015430714679187,0.0189458421638262,0.341227940248181,0.187941670707914,0.877496673400302,1
"MICHIGAN",2022,8,258.514937797666,68505,9845242,0.131349132911106,0.178498441145256,0.0602693348167618,0.133916144300597,0.0547257231390066,0.311359802975857,0.217980693779326,0.880298898572876,1
"MINNESOTA",2022,8,260.469458119705,84313,5574039,0.0926229615544491,0.108907277656558,0.0396758516620409,0.0662254016124195,0.0574244481231164,0.381954123382456,0.234445870358838,0.900037497905702,1
"MISSOURI",2022,8,257.625326475664,65920,5979440,0.128202975529481,0.166303556840997,0.0429655933878259,0.111825123464072,0.0455084165499213,0.311932364699273,0.22896745394471,0.868056854995517,1
"MISSISSIPPI",2022,8,252.928904243024,52985,2858819,0.191968781514325,0.267847779852835,0.0642314703335314,0.371318750621019,0.0328246214909461,0.23881814052782,0.240899260042837,0.801877158826294,1
"MONTANA",2022,8,261.184863122528,66341,1066145,0.12411913951667,0.147363307128346,0.0389299351137758,0.00480656506447831,0.0420217247948417,0.339787654972303,0.216649021019495,0.871424162624995,1
"NORTH CAROLINA",2022,8,256.156371582761,66186,10186155,0.133261078395135,0.18494158361438,0.0507574475695498,0.206475340427617,0.100380756305459,0.338657566976087,0.223673492210169,0.871201189116717,1
"NORTH DAKOTA",2022,8,258.083568067166,73959,750776,0.10763530000959,0.112910301475447,0.0292376062144603,0.0320283598112435,0.0427212134786336,0.314256028570526,0.24306330005496,0.86005724320237,1
"NEBRASKA",2022,8,259.313241223676,71722,1908613,0.103984411716781,0.119840026789366,0.0306896364141311,0.046635959567909,0.117803055633687,0.334633382296216,0.250852837671111,0.886631400385636,1
"NEW HAMPSHIRE",2022,8,263.182164385216,90845,1340074,0.0732511786662528,0.0847504179603535,0.0356916974443464,0.0133929153891317,0.0425149136350128,0.390481604807927,0.190745030565625,0.912486516631323,1
"NEW JERSEY",2022,8,269.783593975822,97126,9081112,0.0968140245379641,0.132601887797747,0.0624745164234484,0.124095813813788,0.21228344968566,0.422524775544682,0.221879304913474,0.907220776682425,1
"NEW MEXICO",2022,8,247.798592786218,58722,2070966,0.182837864069231,0.243124442486055,0.0623057133390873,0.0179865872206992,0.497819843471815,0.290746686677248,0.228068708969651,0.820106243202945,1
"NEVADA",2022,8,258.889380790852,71646,3063729,0.127118292773284,0.169434530259273,0.0701720446995714,0.0897602016479554,0.295833538659444,0.265493827532958,0.224440371349777,0.888791591437786,1
"NEW YORK",2022,8,261.656845277671,81386,19516967,0.136069400537491,0.181437541546944,0.0622591047459035,0.138400047333303,0.194840459911258,0.387925365972776,0.211808938392735,0.883668574610137,1
"OHIO",2022,8,261.99738322069,66990,11472644,0.133056251026355,0.182821196567251,0.0501397084503695,0.121552147093896,0.0420075003293082,0.303706458028103,0.225567962786089,0.878135042994875,1
"OKLAHOMA",2022,8,251.295531201592,61364,3847702,0.152296357670111,0.203303669886166,0.0487303249780435,0.0699413700602217,0.115523572993507,0.272668071835271,0.246164809146122,0.857937586318087,1
"OREGON",2022,8,257.051773431229,76632,4149034,0.119101940355273,0.134784981484202,0.05530415762604,0.0179199096603895,0.137861064072366,0.354826587745107,0.206565816532573,0.907952760590195,1
"PENNSYLVANIA",2022,8,259.099219218508,73170,12582125,0.117821035794828,0.161518212118922,0.0536959977487524,0.103761830590441,0.0812295869001405,0.337564634326835,0.211314651366786,0.874307409688649,1
"RHODE ISLAND",2022,8,259.392585006254,81370,1051789,0.112221177441483,0.14054196623945,0.0588037440331595,0.0532821567283528,0.1674169522504,0.362804103287505,0.198125714198577,0.893142133964495,1
"SOUTH CAROLINA",2022,8,253.86936782685,63623,5002332,0.14350287026131,0.202686472382898,0.0516988177228665,0.255908609207136,0.0620047639881386,0.306409131063588,0.22002744410716,0.851924659616378,1
"SOUTH DAKOTA",2022,8,261.839459552595,69457,860878,0.122598091715667,0.154475992830865,0.0310902968875519,0.0215332984403746,0.0440246556941041,0.303675632908706,0.251204638864709,0.870226833949348,1
"TENNESSEE",2022,8,257.559768339582,64035,6759549,0.139592597080071,0.191975101594102,0.0503750533760633,0.161309615625702,0.0595949722203446,0.297069879412749,0.225080757675579,0.858996143549151,1
"TEXAS",2022,8,255.173642493018,73035,28615931,0.139444213784273,0.19340417089435,0.0522011689275041,0.117960423264892,0.398903791502353,0.322658969820022,0.257782760421989,0.885193659476293,1
"UTAH",2022,8,265.218539076709,86833,3231630,0.0851545504900004,0.0884308654415867,0.0335208441168737,0.0105015242969369,0.146428431129825,0.361309319415751,0.288903665139615,0.921266932563306,1
"VIRGINIA",2022,8,259.551310888157,87249,8379773,0.0998459027470076,0.128146173371562,0.0443437673463159,0.185711166696871,0.100297280622635,0.409657683495344,0.223386373268969,0.888715219516466,1
"VERMONT",2022,8,263.779222922225,74014,620877,0.104270249985102,0.11255983984681,0.0384000091252064,0.011723846564857,0.0214238229556271,0.417246690325096,0.187898001690169,0.867038042864988,1
"WASHINGTON",2022,8,261.539145444344,90325,7553642,0.0989639170085106,0.119258767407063,0.0498872523635222,0.0378363979991543,0.134895804136775,0.379525683361777,0.220344993339174,0.922757304469011,1
"WISCONSIN",2022,8,262.229783504344,72458,5743164,0.106502443600775,0.132526759764088,0.033617020732085,0.0605478153484589,0.0732687217959215,0.320238913136443,0.220932394684787,0.881112996642325,1
"WEST VIRGINIA",2022,8,249.404708818444,55217,1736883,0.168036649561312,0.223436070097814,0.0606125951398149,0.0335962680852464,0.0183550505949078,0.227111611296321,0.206017666385455,0.830073738897268,1
"WYOMING",2022,8,260.767448966272,72495,564105,0.106600721496884,0.125588563942511,0.0382694562570361,0.00776565979558043,0.104715285095574,0.289893874967458,0.233654312852289,0.884235296127368,1
"ALASKA",2024,8,246.448911890448,92788,717914,0.101385402708402,0.121720049630072,0.0585263392174046,0.0287777998276485,0.0731311148746918,0.316696293155466,0.250513166424801,0.920907985347444,1
"ALABAMA",2024,8,249.60009682329,63999,4944352,0.156210561060378,0.212539973307748,0.0469911356046807,0.256137295823202,0.0558576683662396,0.283697871955773,0.22808810874673,0.87690305705804,1
"ARKANSAS",2024,8,254.774995307253,60773,2963029,0.159938697866271,0.210885069987813,0.049356288560154,0.146456456387521,0.0903691917500904,0.257316047421002,0.237113923333785,0.868750658174591,1
"ARIZONA",2024,8,254.343065835469,79964,7220374,0.124848241933174,0.162133719650145,0.0509161285303042,0.0436818100627768,0.313573221149455,0.333355932536466,0.220492347953894,0.917006555486346,1
"CALIFORNIA",2024,8,254.372086569589,99122,38582413,0.120061127332808,0.150369285044441,0.0660522832188569,0.0519274931487536,0.401629332495269,0.370828833314373,0.224368688883278,0.93559284477791,1
"COLORADO",2024,8,264.537032597706,95470,5743216,0.0943884053812359,0.111014611471066,0.0462741803678964,0.0382350347284948,0.225331697766824,0.456980897408445,0.214349293705722,0.936560164230917,1
"CONNECTICUT",2024,8,263.097427626236,95781,3530170,0.100166280943977,0.130011281135588,0.0559461900800719,0.0982613364351796,0.182786463707626,0.424751348947617,0.207321834240546,0.92321027721622,1
"DISTRICT OF COLUMBIA",2024,8,251.297742017382,109870,654224,0.154393602191298,0.22770722218236,0.0634755722941215,0.416122848579321,0.11911450856752,0.642466339005029,0.196064066718907,0.912783405394911,1
"DELAWARE",2024,8,249.451534365685,84954,996908,0.10414100398432,0.150335010383643,0.051140804921775,0.213739643220514,0.110493531572448,0.35764628432018,0.21172103762108,0.924895159164059,1
"FLORIDA",2024,8,252.857903224996,74568,21946166,0.125734809442342,0.165185917030973,0.0482527332897747,0.146309142317811,0.27418539827464,0.341467242611718,0.199109452393899,0.917177569260615,1
"GEORGIA",2024,8,259.326928809736,77353,10679691,0.133900128758407,0.182601771133092,0.051346591677203,0.307325860911756,0.110107055432216,0.349453200016685,0.237386816879064,0.910619222720787,1
"HAWAII",2024,8,257.283562729771,100389,1408357,0.100401389704457,0.120505678754555,0.0491895327592939,0.0176490328562483,0.099354776212865,0.361386220305437,0.211728568154741,0.921844318137975,1
"IOWA",2024,8,260.700823621737,75059,3110597,0.110756552520304,0.128537913340541,0.0357960086917954,0.0379083428256036,0.0727941100891541,0.31423453066617,0.23578786514138,0.891230342317856,1
"IDAHO",2024,8,260.728544479058,77800,1884157,0.105892980255892,0.123867667002817,0.0373325486122165,0.00717999940028807,0.136452559167269,0.318004827157258,0.246896583933672,0.92061486244837,1
"ILLINOIS",2024,8,261.61991010845,83390,12405700,0.118085799269691,0.151300085836596,0.0583827685972652,0.133375024951165,0.188033633934152,0.378481520026682,0.223254349918346,0.908891363736633,1
"INDIANA",2024,8,261.657813224993,71957,6658525,0.123379877675611,0.159995270930924,0.0427670840226543,0.0908011051699493,0.0861686921158189,0.294742780902715,0.238543636277792,0.900321022500294,1
"KANSAS",2024,8,255.490124899527,74275,2861130,0.112837235637668,0.130934870220114,0.0389962978198272,0.051505549170958,0.135728286911258,0.356032687480929,0.244364893611443,0.908238079825563,1
"KENTUCKY",2024,8,257.999548306392,63726,4409674,0.160628880955826,0.202797905300902,0.0486710736520452,0.0755420717540526,0.0500006174440287,0.275526840108198,0.231649117353804,0.887628281331894,1
"LOUISIANA",2024,8,256.534204237025,60756,4485706,0.189260508825144,0.253832896299992,0.0629193115609423,0.305259302929925,0.0721419803853502,0.270442255286995,0.240936863180757,0.866835847028447,1
"MASSACHUSETTS",2024,8,268.01134585951,103960,6819072,0.100387266771784,0.117015301548901,0.0515392517242984,0.0639192817320021,0.132999084618294,0.472790097732201,0.199931607388167,0.928988503584506,1
"MARYLAND",2024,8,258.323688032782,103678,6074976,0.0944887683506898,0.115205571128474,0.0489490293335055,0.289466615511961,0.124870226623833,0.434464183794101,0.226265754565306,0.925294803735027,1
"MAINE",2024,8,255.04307191495,74733,1347527,0.107478365925135,0.131118588763128,0.0376999317755178,0.017902936770482,0.0218083508128233,0.361896224116931,0.1854631809935,0.905706855293146,1
"MICHIGAN",2024,8,255.062217154613,72875,9869514,0.132076108306853,0.176367201857161,0.0570487017004656,0.131115135594107,0.0587476722260034,0.324458832672922,0.216609564302183,0.906812410750842,1
"MINNESOTA",2024,8,260.066146684754,89062,5618351,0.0930002415299436,0.10324403861173,0.0406496610177099,0.0694981831867019,0.0637397866866918,0.394036919839826,0.233637461463257,0.918163049106243,1
"MISSOURI",2024,8,255.280888010341,70702,6020489,0.125767192664915,0.157947753726312,0.0401706189020902,0.108817868236998,0.0523883630871341,0.323984384114029,0.228797276740317,0.894476855563711,1
"MISSISSIPPI",2024,8,253.466620687592,56447,2851006,0.188983467590037,0.259724793743427,0.057560086508658,0.363298706825317,0.0373139621261045,0.251345406755478,0.240080780863002,0.842213978842898,1
"MONTANA",2024,8,260.53233472843,72509,1091770,0.115081015232146,0.126926681941262,0.0362348918686947,0.00405775041969782,0.0456022383883604,0.35161353908538,0.214683774750711,0.89761342809011,1
"NORTH CAROLINA",2024,8,254.901868130391,72388,10444377,0.130298054158711,0.176999206701134,0.047200949321727,0.200051461249735,0.113122488212,0.356517662489347,0.223070532225037,0.901949749494728,1
"NORTH DAKOTA",2024,8,257.390714797099,76657,757044,0.108158838852167,0.111350309704061,0.0276490636847547,0.0330296200122063,0.0466017957777435,0.32693292819509,0.243259687215627,0.888371699646291,1
"NEBRASKA",2024,8,256.132485931986,76475,1930184,0.106015799529993,0.119855619882869,0.0303497718467825,0.0459193806864786,0.127367518283404,0.345776332079883,0.250553207620257,0.90756373089076,1
"NEW HAMPSHIRE",2024,8,263.913058116918,99031,1355300,0.0724916992547775,0.0788071863381133,0.0334740006135396,0.0134091541278458,0.0468739694365345,0.406460177251628,0.187339668423405,0.930887946141031,1
"NEW JERSEY",2024,8,265.962586543416,103556,9180234,0.0971534058935753,0.129824038693114,0.0631346589838181,0.121648248588985,0.224636441091636,0.436278533149824,0.221856767499685,0.929140482612401,1
"NEW MEXICO",2024,8,245.055931705886,64059,2079678,0.178352129512357,0.240423067437108,0.0596084442905128,0.0181927002810051,0.484195701819506,0.309783240890137,0.221416223080963,0.867215021482803,1
"NEVADA",2024,8,253.286888821065,78260,3145745,0.12418965936527,0.162791549729243,0.069745024991347,0.0897619553025612,0.296290097506384,0.278896015649866,0.219680712520567,0.921599410606914,1
"NEW YORK",2024,8,256.867847392969,85974,19362417,0.140051833404889,0.183213993071083,0.063722956269344,0.134078275607049,0.198267803444688,0.402265604846166,0.210452008547791,0.909865478749123,1
"OHIO",2024,8,260.420681003641,71389,11512055,0.132877405467573,0.177819594142338,0.0476047574064031,0.120308446200276,0.0476482674900614,0.31487184362678,0.225412818495977,0.902617643436172,1
"OKLAHOMA",2024,8,248.787388013967,65039,3906443,0.15335459905597,0.200585134050138,0.0498034519387555,0.0676249071025067,0.126793349805418,0.283471816037515,0.246261097310669,0.88994034136185,1
"OREGON",2024,8,254.829850771172,83011,4173206,0.119423771555969,0.132170173522865,0.0535846284478503,0.0183076247921805,0.146815933928387,0.36806773030056,0.203418619454982,0.925674834237457,1
"PENNSYLVANIA",2024,8,259.147392115949,77971,12600920,0.117094307399777,0.155970739981085,0.0525553265735861,0.102659963149758,0.0872042768833209,0.351629330107402,0.210895232418354,0.899524024650545,1
"RHODE ISLAND",2024,8,257.767653131533,87796,1060352,0.111627082327378,0.136874461586655,0.0579382855450456,0.0492148763705969,0.176905811485014,0.377440192089574,0.195668048976132,0.918551984962747,1
"SOUTH CAROLINA",2024,8,253.687785775905,69324,5156455,0.140734283533939,0.194237153337831,0.048895321838645,0.245876072107964,0.0737083488711299,0.321291525499323,0.219669883937816,0.889148149494638,1
"SOUTH DAKOTA",2024,8,259.886371256103,75081,878427,0.119301888489311,0.143496240252937,0.0293188671423732,0.0213835147251352,0.0482429459968174,0.319024887949568,0.24999514419457,0.898641476812641,1
"TENNESSEE",2024,8,258.965371035822,69595,6907625,0.137578400680408,0.188074578417663,0.0467616385325767,0.154321383372512,0.0740871249124198,0.310574642786012,0.226109879930898,0.893103615544793,1
"TEXAS",2024,8,252.267112664857,78476,29554954,0.137876716032108,0.186580984786397,0.0526756609730764,0.119105091408548,0.397220702876043,0.338233335568238,0.254667123094086,0.914362707426377,1
"UTAH",2024,8,261.193782118997,95166,3338083,0.084982907854598,0.0875705122421711,0.0356030517865639,0.010685572840622,0.159070562395002,0.376808427494765,0.281749683929224,0.934827021519849,1
"VIRGINIA",2024,8,256.257512495574,93170,8462722,0.0989472417976155,0.123260794591803,0.0426398695145019,0.182595285330442,0.110174643344128,0.421608814586934,0.222929369989197,0.91139550029533,1
"VERMONT",2024,8,257.283374473835,81203,624283,0.10051370932734,0.108064516129032,0.0355520089057513,0.0109997434732486,0.0255676813381424,0.437883231709932,0.185667056151748,0.902108874389209,1
"WASHINGTON",2024,8,259.269118662247,98141,7680774,0.0990234838311868,0.116430848792031,0.0508835676567796,0.0384648846050903,0.143756054797549,0.396130764564379,0.21781242124203,0.937315731429578,1
"WISCONSIN",2024,8,260.090272594273,77485,5780896,0.105525164265193,0.12796948905743,0.0324722210695327,0.0594858181208317,0.0797870182144263,0.333840247240653,0.218767193198866,0.905565279816736,1
"WEST VIRGINIA",2024,8,247.360374392079,59608,1722907,0.167132062264533,0.214895885113022,0.0541893456383302,0.0308894703192187,0.021466250331061,0.241325665983849,0.20572660533666,0.863249411587102,1
"WYOMING",2024,8,259.967322974106,76176,569099,0.105289237900611,0.117416784415464,0.0370648309352758,0.00840491966819884,0.106537293289629,0.305550609977808,0.230194411867616,0.896472928431107,1
